omosome organization","14/663","346/23239",0.12149621468303,0.650646332202964,0.629138240835522,"Cdc23/Zbtb7b/Nelfa/Ing2/Lrrk1/Vegfa/Ruvbl2/Acd/Snw1/Tinf2/Lif/Kat2b/Arid5a/Trim28",14
"GO:0003183","mitral valve morphogenesis","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Notch1",1
"GO:0003264","regulation of cardioblast proliferation","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Notch1",1
"GO:0003337","mesenchymal to epithelial transition involved in metanephros morphogenesis","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Lif",1
"GO:0006007","glucose catabolic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Ldha",1
"GO:0006020","inositol metabolic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Ippk",1
"GO:0006098","pentose-phosphate shunt","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"G6pdx",1
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Cox4i2",1
"GO:0006750","glutathione biosynthetic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Hagh",1
"GO:0007440","foregut morphogenesis","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Notch1",1
"GO:0008298","intracellular mRNA localization","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Stau1",1
"GO:0009265","2'-deoxyribonucleotide biosynthetic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Dctd",1
"GO:0010749","regulation of nitric oxide mediated signal transduction","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Vegfa",1
"GO:0010826","negative regulation of centrosome duplication","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Kat2b",1
"GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Pln",1
"GO:0016558","protein import into peroxisome matrix","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Pex12",1
"GO:0019646","aerobic electron transport chain","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Cox4i2",1
"GO:0021859","pyramidal neuron differentiation","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Fgfr2",1
"GO:0030011","maintenance of cell polarity","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Wdr1",1
"GO:0031033","myosin filament organization","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Obsl1",1
"GO:0031915","positive regulation of synaptic plasticity","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Unc13a",1
"GO:0032308","positive regulation of prostaglandin secretion","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Tnfsf11",1
"GO:0032353","negative regulation of hormone biosynthetic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Cyp27b1",1
"GO:0032754","positive regulation of interleukin-5 production","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Il17ra",1
"GO:0033275","actin-myosin filament sliding","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Myl6b",1
"GO:0034244","negative regulation of transcription elongation from RNA polymerase II promoter","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Nelfa",1
"GO:0034350","regulation of glial cell apoptotic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Prkca",1
"GO:0034982","mitochondrial protein processing","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Pmpcb",1
"GO:0035588","G protein-coupled purinergic receptor signaling pathway","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Ada",1
"GO:0035791","platelet-derived growth factor receptor-beta signaling pathway","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Pdgfb",1
"GO:0042402","cellular biogenic amine catabolic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Kmo",1
"GO:0042541","hemoglobin biosynthetic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Eif2ak1",1
"GO:0043476","pigment accumulation","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Bloc1s3",1
"GO:0043970","histone H3-K9 acetylation","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Kat2b",1
"GO:0046385","deoxyribose phosphate biosynthetic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Dctd",1
"GO:0046607","positive regulation of centrosome cycle","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Cep295",1
"GO:0048733","sebaceous gland development","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Rbpj",1
"GO:0052646","alditol phosphate metabolic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Slc37a2",1
"GO:0060430","lung saccule development","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Creb1",1
"GO:0060502","epithelial cell proliferation involved in lung morphogenesis","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Fgfr2",1
"GO:0060767","epithelial cell proliferation involved in prostate gland development","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Notch1",1
"GO:0061299","retina vasculature morphogenesis in camera-type eye","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Vegfa",1
"GO:0070341","fat cell proliferation","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"E2f3",1
"GO:0070344","regulation of fat cell proliferation","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"E2f3",1
"GO:0070471","uterine smooth muscle contraction","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Gper1",1
"GO:0070986","left/right axis specification","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Notch1",1
"GO:0071294","cellular response to zinc ion","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Creb1",1
"GO:0071838","cell proliferation in bone marrow","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Lgals3",1
"GO:0072044","collecting duct development","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Notch1",1
"GO:0072110","glomerular mesangial cell proliferation","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Pdgfb",1
"GO:0072393","microtubule anchoring at microtubule organizing center","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Ninl",1
"GO:0072540","T-helper 17 cell lineage commitment","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Loxl3",1
"GO:0072697","protein localization to cell cortex","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Rtkn",1
"GO:0080009","mRNA methylation","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Cmtr1",1
"GO:0090073","positive regulation of protein homodimerization activity","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Lgals3",1
"GO:0090193","positive regulation of glomerulus development","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Pdgfb",1
"GO:0097049","motor neuron apoptotic process","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Kcnb1",1
"GO:1900118","negative regulation of execution phase of apoptosis","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Rnf34",1
"GO:1900402","regulation of carbohydrate metabolic process by regulation of transcription from RNA polymerase II promoter","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Kat2b",1
"GO:1902902","negative regulation of autophagosome assembly","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Smcr8",1
"GO:1903441","protein localization to ciliary membrane","1/663","12/23239",0.293489710815923,0.730911644815649,0.706750263032408,"Tulp2",1
"GO:0071482","cellular response to light stimulus","4/663","96/23239",0.293494776112643,0.730911644815649,0.706750263032408,"Ruvbl2/Tmem161a/Pbk/Cers1",4
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","4/663","96/23239",0.293494776112643,0.730911644815649,0.706750263032408,"Bcl2l12/Vdac2/Tmem161a/Syvn1",4
"GO:0048588","developmental cell growth","9/663","252/23239",0.293714937578299,0.730911644815649,0.706750263032408,"Hsp90aa1/Unc13a/Hdac6/Trim46/G6pdx/Omg/Vegfa/Raph1/Pi16",9
"GO:0002475","antigen processing and presentation via MHC class Ib","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"H2-M10.2/H2-T24",2
"GO:0009409","response to cold","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"Pmch/Rnf34",2
"GO:0030431","sleep","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"Ada/Pmch",2
"GO:0043368","positive T cell selection","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"Loxl3/Stat6",2
"GO:0045622","regulation of T-helper cell differentiation","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"Zbtb7b/Loxl3",2
"GO:0046885","regulation of hormone biosynthetic process","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"Cyp27b1/Vdr",2
"GO:0051293","establishment of spindle localization","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"Kpnb1/Nusap1",2
"GO:0071542","dopaminergic neuron differentiation","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"Rac1/Vegfa",2
"GO:0072210","metanephric nephron development","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"Pdgfb/Lif",2
"GO:1905332","positive regulation of morphogenesis of an epithelium","2/663","38/23239",0.295597093442792,0.730911644815649,0.706750263032408,"Vegfa/Lif",2
"GO:0001936","regulation of endothelial cell proliferation","5/663","127/23239",0.296731646957405,0.730911644815649,0.706750263032408,"Htr2b/Prkca/Vegfa/Pdgfb/Apoh",5
"GO:0043433","negative regulation of DNA-binding transcription factor activity","6/663","158/23239",0.296833480880589,0.730911644815649,0.706750263032408,"Nfkbil1/Ptch1/Rnf2/Id1/Ddit3/Glis2",6
"GO:0010001","glial cell differentiation","8/663","221/23239",0.297006299498068,0.730911644815649,0.706750263032408,"Eif2b1/Notch1/Myrf/Omg/Wdr1/Pdgfb/Mmp24/Lif",8
"GO:0010507","negative regulation of autophagy","3/663","67/23239",0.298966352999773,0.730911644815649,0.706750263032408,"Htr2b/Usp30/Smcr8",3
"GO:0048002","antigen processing and presentation of peptide antigen","3/663","67/23239",0.298966352999773,0.730911644815649,0.706750263032408,"H2-M10.2/H2-T24/Tapbp",3
"GO:1904888","cranial skeletal system development","3/663","67/23239",0.298966352999773,0.730911644815649,0.706750263032408,"Dlx1as/Fgfr2/Gnas",3
"GO:0007409","axonogenesis","15/663","448/23239",0.299715552459089,0.730911644815649,0.706750263032408,"Hsp90aa1/Taok2/Zswim4/Hdac6/Trim46/Rac1/Prkca/Notch1/Omg/Ptch1/Vegfa/Fgfr2/Raph1/Creb1/Syngap1",15
"GO:0007584","response to nutrient","4/663","97/23239",0.299920056081764,0.730911644815649,0.706750263032408,"Ada/Cyp27b1/Vdr/Snw1",4
"GO:0031123","RNA 3'-end processing","4/663","97/23239",0.299920056081764,0.730911644815649,0.706750263032408,"Ints2/Ints8/Pcf11/Exosc9",4
"GO:0031343","positive regulation of cell killing","4/663","97/23239",0.299920056081764,0.730911644815649,0.706750263032408,"Lag3/H2-M10.2/H2-T24/Fcer2a",4
"GO:0032963","collagen metabolic process","4/663","97/23239",0.299920056081764,0.730911644815649,0.706750263032408,"Pdgfb/Ctsb/Id1/Vsir",4
"GO:0110053","regulation of actin filament organization","9/663","254/23239",0.301495784605101,0.730911644815649,0.706750263032408,"Ppm1e/Rac1/Cdc42ep2/Wdr1/Vil1/Id1/Tmod1/Myo1c/Fchsd2",9
"GO:0007599","hemostasis","6/663","159/23239",0.30180035709368,0.730911644815649,0.706750263032408,"Bloc1s3/Prkca/Pdgfb/Comp/Gnas/Apoh",6
"GO:0000280","nuclear division","14/663","417/23239",0.304842360597465,0.730911644815649,0.706750263032408,"Kpnb1/Cdc23/Ube2s/Ing2/Lrrk1/Fgfr2/Pdgfb/Nusap1/Seh1l/Mcmdc2/Lif/Rec8/Fancm/Rad51",14
"GO:0050670","regulation of lymphocyte proliferation","8/663","223/23239",0.305368559005968,0.730911644815649,0.706750263032408,"Ada/Zbtb7b/Tnfsf9/Cd244a/Vsir/Lgals3/Cd80/Ndfip1",8
"GO:0031667","response to nutrient levels","12/663","352/23239",0.305582356813347,0.730911644815649,0.706750263032408,"Ada/Cyp27b1/Vdr/Comt/Eif2b1/Kcnb1/Snw1/Seh1l/Ripor1/Ddit3/Eif2ak1/Atg4b",12
"GO:0002323","natural killer cell activation involved in immune response","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Cd244a/Zfp683",2
"GO:0002832","negative regulation of response to biotic stimulus","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Nfkbil1/Gpatch3",2
"GO:0003298","physiological muscle hypertrophy","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"G6pdx/Pi16",2
"GO:0003301","physiological cardiac muscle hypertrophy","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"G6pdx/Pi16",2
"GO:0006687","glycosphingolipid metabolic process","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Hexb/Gla",2
"GO:0010569","regulation of double-strand break repair via homologous recombination","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Trp53bp1/Rad51",2
"GO:0021955","central nervous system neuron axonogenesis","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Hsp90aa1/Prkca",2
"GO:0043551","regulation of phosphatidylinositol 3-kinase activity","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Rac1/Pdgfb",2
"GO:0048730","epidermis morphogenesis","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Notch1/Fgfr2",2
"GO:0048741","skeletal muscle fiber development","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Hdac5/Homer1",2
"GO:0050856","regulation of T cell receptor signaling pathway","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Ada/Lgals3",2
"GO:0055026","negative regulation of cardiac muscle tissue development","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"G6pdx/Pi16",2
"GO:0061049","cell growth involved in cardiac muscle cell development","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"G6pdx/Pi16",2
"GO:1900015","regulation of cytokine production involved in inflammatory response","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Il17ra/Il1r2",2
"GO:1901998","toxin transport","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Trip4/Copb2",2
"GO:1903053","regulation of extracellular matrix organization","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Notch1/Aebp1",2
"GO:2001025","positive regulation of response to drug","2/663","39/23239",0.306205516217753,0.730911644815649,0.706750263032408,"Hdac6/Endog",2
"GO:0021782","glial cell development","4/663","98/23239",0.306361590147088,0.730911644815649,0.706750263032408,"Eif2b1/Myrf/Omg/Pdgfb",4
"GO:0043255","regulation of carbohydrate biosynthetic process","4/663","98/23239",0.306361590147088,0.730911644815649,0.706750263032408,"Pdgfb/Gper1/Cd244a/Kat2b",4
"GO:0006575","cellular modified amino acid metabolic process","6/663","160/23239",0.306782516884259,0.730911644815649,0.706750263032408,"G6pdx/Oplah/Serinc1/Gstt2/Plscr1/Hagh",6
"GO:0060401","cytosolic calcium ion transport","6/663","160/23239",0.306782516884259,0.730911644815649,0.706750263032408,"Htr2b/Grin2d/Gper1/Itpr3/Ddit3/Pln",6
"GO:0006081","cellular aldehyde metabolic process","3/663","68/23239",0.306800517083282,0.730911644815649,0.706750263032408,"Aldh3b1/G6pdx/Hagh",3
"GO:0051090","regulation of DNA-binding transcription factor activity","13/663","385/23239",0.306946377301041,0.730911644815649,0.706750263032408,"Nfkbil1/Tnfsf11/Hdac5/Nlrc4/Ptch1/Vegfa/Trim14/Rnf2/Clock/Fosl1/Id1/Ddit3/Glis2",13
"GO:0046488","phosphatidylinositol metabolic process","5/663","129/23239",0.307881708824919,0.730911644815649,0.706750263032408,"Plcb3/Htr2b/Pitpnc1/Pdgfb/Mtmr2",5
"GO:1901652","response to peptide","12/663","353/23239",0.308908757996717,0.730911644815649,0.706750263032408,"Cyp27b1/Csk/Zbtb7b/Eif2b1/Prkca/Notch1/Creb1/Gper1/Rhoq/Kat2b/Myo1c/Cdk4",12
"GO:0098813","nuclear chromosome segregation","9/663","256/23239",0.309325600625274,0.730911644815649,0.706750263032408,"Kpnb1/Cdc23/Esco2/Lrrk1/Nusap1/Seh1l/Mcmdc2/Rec8/Fancm",9
"GO:2001234","negative regulation of apoptotic signaling pathway","8/663","224/23239",0.309568989518698,0.730911644815649,0.706750263032408,"Ing2/Vegfa/Bcl2l12/Vdac2/Tmem161a/Syvn1/Lgals3/Rnf34",8
"GO:0006643","membrane lipid metabolic process","6/663","161/23239",0.311778987042692,0.730911644815649,0.706750263032408,"Hexb/Gla/Ndufab1/Serinc1/Cers2/Cers1",6
"GO:0031644","regulation of neurological system process","6/663","161/23239",0.311778987042692,0.730911644815649,0.706750263032408,"Unc13b/Comt/Myrf/Grin2d/Mtmr2/Homer1",6
"GO:0050817","coagulation","6/663","161/23239",0.311778987042692,0.730911644815649,0.706750263032408,"Bloc1s3/Prkca/Pdgfb/Comp/Gnas/Apoh",6
"GO:0006091","generation of precursor metabolites and energy","12/663","354/23239",0.312244484733845,0.730911644815649,0.706750263032408,"Phkg1/Ndufaf2/Etfdh/Cyb561/Gadd45gip1/Gnas/Cox4i2/Ldha/a/Pmpcb/Cox20/Slc37a2",12
"GO:0006022","aminoglycan metabolic process","4/663","99/23239",0.312817308863674,0.730911644815649,0.706750263032408,"Itih2/Hexb/Pdgfb/Has3",4
"GO:0051928","positive regulation of calcium ion transport","5/663","130/23239",0.313479331022297,0.730911644815649,0.706750263032408,"G6pdx/Pdgfb/Gper1/Lgals3/Homer1",5
"GO:0001660","fever generation","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Tnfsf11",1
"GO:0002328","pro-B cell differentiation","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Notch1",1
"GO:0003174","mitral valve development","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Notch1",1
"GO:0003334","keratinocyte development","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Krt10",1
"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Pmpcb",1
"GO:0006415","translational termination","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"2810006K23Rik",1
"GO:0006465","signal peptide processing","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"H13",1
"GO:0006607","NLS-bearing protein import into nucleus","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Kpnb1",1
"GO:0006620","posttranslational protein targeting to endoplasmic reticulum membrane","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Sgtb",1
"GO:0006983","ER overload response","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Ddit3",1
"GO:0007183","SMAD protein complex assembly","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Ppm1a",1
"GO:0007614","short-term memory","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Comt",1
"GO:0009226","nucleotide-sugar biosynthetic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Gnpda2",1
"GO:0009310","amine catabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Kmo",1
"GO:0010359","regulation of anion channel activity","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Prkca",1
"GO:0010896","regulation of triglyceride catabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Apoh",1
"GO:0010988","regulation of low-density lipoprotein particle clearance","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Csk",1
"GO:0010998","regulation of translational initiation by eIF2 alpha phosphorylation","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Eif2ak1",1
"GO:0015802","basic amino acid transport","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Slc25a29",1
"GO:0016446","somatic hypermutation of immunoglobulin genes","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Msh6",1
"GO:0017121","phospholipid scrambling","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Plscr1",1
"GO:0019321","pentose metabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"G6pdx",1
"GO:0019755","one-carbon compound transport","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Car14",1
"GO:0030240","skeletal muscle thin filament assembly","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Obsl1",1
"GO:0030259","lipid glycosylation","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"B4galnt2",1
"GO:0031145","anaphase-promoting complex-dependent catabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Ube2s",1
"GO:0031269","pseudopodium assembly","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Cdc42ep2",1
"GO:0031652","positive regulation of heat generation","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Tnfsf11",1
"GO:0032306","regulation of prostaglandin secretion","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Tnfsf11",1
"GO:0032351","negative regulation of hormone metabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Cyp27b1",1
"GO:0033240","positive regulation of cellular amine metabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Comt",1
"GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Rnf34",1
"GO:0042454","ribonucleoside catabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Ada",1
"GO:0042492","gamma-delta T cell differentiation","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Rorc",1
"GO:0042891","antibiotic transport","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Slc13a3",1
"GO:0043117","positive regulation of vascular permeability","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Vegfa",1
"GO:0045955","negative regulation of calcium ion-dependent exocytosis","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Notch1",1
"GO:0046459","short-chain fatty acid metabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Acss2",1
"GO:0046606","negative regulation of centrosome cycle","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Kat2b",1
"GO:0048012","hepatocyte growth factor receptor signaling pathway","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Rac1",1
"GO:0048742","regulation of skeletal muscle fiber development","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Hdac5",1
"GO:0050667","homocysteine metabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Comt",1
"GO:0050746","regulation of lipoprotein metabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Svip",1
"GO:0051132","NK T cell activation","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Zbtb7b",1
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Seh1l",1
"GO:0051385","response to mineralocorticoid","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Gper1",1
"GO:0051974","negative regulation of telomerase activity","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Cers1",1
"GO:0060601","lateral sprouting from an epithelium","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Fgfr2",1
"GO:0060670","branching involved in labyrinthine layer morphogenesis","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Fgfr2",1
"GO:0060911","cardiac cell fate commitment","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Rbpj",1
"GO:0070102","interleukin-6-mediated signaling pathway","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"C1qtnf4",1
"GO:0070255","regulation of mucus secretion","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Ada",1
"GO:0070863","positive regulation of protein exit from endoplasmic reticulum","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Slc35d3",1
"GO:0071027","nuclear RNA surveillance","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Exosc9",1
"GO:0071028","nuclear mRNA surveillance","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Exosc9",1
"GO:0072160","nephron tubule epithelial cell differentiation","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Lif",1
"GO:0090042","tubulin deacetylation","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Hdac6",1
"GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Exosc9",1
"GO:0097499","protein localization to non-motile cilium","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Tulp2",1
"GO:1900121","negative regulation of receptor binding","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Ruvbl2",1
"GO:1902170","cellular response to reactive nitrogen species","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Stat6",1
"GO:1902950","regulation of dendritic spine maintenance","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Homer1",1
"GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Vegfa",1
"GO:1903624","regulation of DNA catabolic process","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Endog",1
"GO:1904925","positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Hdac6",1
"GO:2000484","positive regulation of interleukin-8 secretion","1/663","13/23239",0.313656599425259,0.730911644815649,0.706750263032408,"Cd244a",1
"GO:0032944","regulation of mononuclear cell proliferation","8/663","225/23239",0.313781518571235,0.730911644815649,0.706750263032408,"Ada/Zbtb7b/Tnfsf9/Cd244a/Vsir/Lgals3/Cd80/Ndfip1",8
"GO:0006305","DNA alkylation","3/663","69/23239",0.314642170640893,0.730911644815649,0.706750263032408,"Gnas/Dnmt3a/Trim28",3
"GO:0006306","DNA methylation","3/663","69/23239",0.314642170640893,0.730911644815649,0.706750263032408,"Gnas/Dnmt3a/Trim28",3
"GO:0045669","positive regulation of osteoblast differentiation","3/663","69/23239",0.314642170640893,0.730911644815649,0.706750263032408,"Vegfa/Gnas/Clic1",3
"GO:0070192","chromosome organization involved in meiotic cell cycle","3/663","69/23239",0.314642170640893,0.730911644815649,0.706750263032408,"Mcmdc2/Rec8/Rad51",3
"GO:1901796","regulation of signal transduction by p53 class mediator","3/663","69/23239",0.314642170640893,0.730911644815649,0.706750263032408,"Bcl2l12/Kmt5a/Rnf34",3
