# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_23_neg_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_23_srt_flt_neg_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_23_srt_flt_neg_srt.bam
Arf6	12	69372150	69373783	+	1634	91
Vcpkmt	12	69577628	69583110	-	5483	0
Sos2	12	69583766	69681852	-	98087	8
L2hgdh	12	69690433	69724873	-	34441	1
Dmac2l	12	69724950	69744660	+	19711	77
Cdkl1	12	69746848	69791267	-	44420	3
Map4k5	12	69803750	69893200	-	89451	5
Atl1	12	69893105	69966417	+	73313	11
Sav1	12	69965012	69987002	-	21991	25
Nin	12	70011435	70113717	-	102283	3
Abhd12b	12	70154157	70183887	+	29731	3
Pygl	12	70190811	70231488	-	40678	1
Trim9	12	70244533	70347614	-	103082	2
Tmx1	12	70453095	70468040	+	14946	172
Frmd6	12	70825514	70902234	+	76721	537
Actr10	12	70937857	70964718	+	26862	222
Psma3	12	70974621	70996347	+	21727	591
Arid4a	12	71015990	71098592	+	82603	1240
Tomm20l	12	71111428	71123221	+	11794	0
Timm9	12	71123173	71136684	-	13512	1
2700049A03Rik	12	71136848	71243303	+	106456	728
Dact1	12	71309884	71320107	+	10224	7
Daam1	12	71831078	71992333	+	161256	264
Gpr135	12	72067976	72071125	-	3150	0
L3hypdh	12	72073428	72085439	-	12012	2
Jkamp	12	72085589	72101461	+	15873	78
Ccdc175	12	72101300	72185029	-	83730	9
Rtn1	12	72211752	72409054	-	197303	10
Lrrc9	12	72441866	72530749	+	88884	5
Pcnx4	12	72536383	72580119	+	43737	148
Gm4756	12	72576002	72649661	-	73660	9
Dhrs7	12	72650353	72664909	-	14557	1
Ppm1a	12	72757455	72799819	+	42365	627
4930447C04Rik	12	72881109	72940774	-	59666	0
Six6	12	72939892	72944899	+	5008	0
Six1	12	73041827	73047179	-	5353	0
Six4	12	73099609	73113456	-	13848	2
Mnat1	12	73123717	73273988	+	150272	1234
Trmt5	12	73280011	73286710	-	6700	9
Slc38a6	12	73286779	73354049	+	67271	279
Tmem30b	12	73543402	73546392	-	2991	0
Prkch	12	73584796	73778185	+	193390	12832
Hif1a	12	73901375	73947530	+	46156	966
Snapc1l	12	73937653	73968375	+	30723	399
Snapc1	12	73964481	73988966	+	24486	291
Syt16	12	73997661	74273267	+	275607	14
Gm11042	12	74315110	74316394	-	1285	0
Kcnh5	12	74897220	75177332	-	280113	8
Rhoj	12	75308322	75401456	+	93135	6
Gphb5	12	75411722	75416781	-	5060	0
Ppp2r5e	12	75450881	75596245	-	145365	7
Wdr89	12	75630596	75669537	-	38942	5
AC124742.1	12	75630971	75631318	-	348	0
Sgpp1	12	75714249	75735729	-	21481	7
Syne2	12	75818134	76110926	+	292793	76
Esr2	12	76120419	76177259	-	56841	0
Tex21	12	76198686	76246746	-	48061	29
Mthfd1	12	76255298	76319803	+	64506	2309
Akap5	12	76324891	76334153	+	9263	58
Zbtb25	12	76347782	76369602	-	21821	8
Zbtb1	12	76370266	76396950	+	26685	871
Hspa2	12	76404176	76406938	+	2763	4
Ppp1r36	12	76417538	76439492	+	21955	0
Plekhg3	12	76530891	76579042	+	48152	95
Sptb	12	76580488	76710547	-	130060	4
Churc1	12	76765538	76783180	+	17643	136
Fntb	12	76765589	76921412	+	155824	1351
Gpx2	12	76792335	76795554	-	3220	2
Rab15	12	76797960	76822908	-	24949	3
Max	12	76937269	76962201	-	24933	2
Fut8	12	77238125	77476338	+	238214	1343
Gm6657	12	78194242	78209029	+	14788	1
Gphn	12	78226379	78684772	+	458394	16019
Fam71d	12	78691535	78734516	+	42982	84
Mpp5	12	78748907	78840714	+	91808	445
Atp6v1d	12	78840725	78861638	-	20914	16
Eif2s1	12	78861819	78887010	+	25192	809
Plek2	12	78888691	78906964	-	18274	54
Tmem229b	12	78961795	79007627	-	45833	2
Plekhh1	12	79029163	79081655	+	52493	16
Pigh	12	79080664	79089651	-	8988	0
Arg2	12	79130777	79156301	+	25525	2
Vti1b	12	79156017	79172667	-	16651	1
Rdh11	12	79174337	79192293	-	17957	2
Rdh12	12	79208914	79222665	+	13752	8
Zfyve26	12	79232346	79296304	-	63959	4
Rad51b	12	79297282	79814690	+	517409	10234
Zfp36l1	12	80107754	80113013	-	5260	0
Actn1	12	80167547	80260371	-	92825	17
Dcaf5	12	80335848	80436601	-	100754	10
Exd2	12	80463095	80498122	+	35028	279
Galnt16	12	80518277	80630972	+	112696	11
Erh	12	80634022	80644341	-	10320	11
Slc39a9	12	80643883	80683342	+	39460	381
Plekhd1	12	80692591	80724214	+	31624	2
Ccdc177	12	80754043	80760687	-	6645	0
Susd6	12	80790510	80880835	+	90326	2168
Srsf5	12	80945504	80950507	+	5004	1522
Slc10a1	12	80953183	80968705	-	15523	263
Smoc1	12	81026808	81186414	+	159607	61
Slc8a3	12	81197915	81333180	-	135266	3
Gm20498	12	81358860	81532905	-	174046	18
Cox16	12	81359026	81485120	-	126095	12
Gm4787	12	81376991	81379464	-	2474	1
Adam4	12	81419443	81421946	-	2504	1
Synj2bp	12	81497941	81532911	-	34971	4
Adam21	12	81558584	81568474	-	9891	1
Med6	12	81573557	81595006	-	21450	4
Ttc9	12	81631249	81667557	+	36309	2
Map3k9	12	81721010	81781175	-	60166	1
Pcnx	12	81860023	82000924	+	140902	1084
Sipa1l1	12	82169420	82451786	+	282367	4681
Rgs6	12	82588292	83162056	+	573765	29
Dpf3	12	83213745	83487716	-	273972	19
Dcaf4	12	83520466	83541920	+	21455	193
Zfyve1	12	83546558	83597222	-	50665	0
Rbm25	12	83631236	83683123	+	51888	3791
Psen1	12	83688152	83735199	+	47048	1078
Papln	12	83763634	83792382	+	28749	4
Numb	12	83794034	83921934	-	127901	4
Riox1	12	83950608	83952951	+	2344	38
Heatr4	12	83954499	83984852	-	30354	42
Acot2	12	83987861	83993873	+	6013	7
Acot1	12	84009490	84018371	+	8882	2
Acot4	12	84038379	84048601	+	10223	1
Gm49366	12	84038935	84058613	+	19679	1
Acot3	12	84052144	84060402	+	8259	0
Acot5	12	84069325	84076020	+	6696	0
Acot6	12	84100654	84111349	+	10696	24
Dnal1	12	84114366	84143517	+	29152	61
Pnma1	12	84146131	84148489	-	2359	4
Elmsan1	12	84149176	84218881	-	69706	16
Ptgr2	12	84285232	84315832	+	30601	307
Zfp410	12	84316852	84343723	+	26872	551
Fam161b	12	84345309	84361833	-	16525	58
Coq6	12	84361657	84373796	+	12140	118
Entpd5	12	84373857	84409029	-	35173	19
Bbof1	12	84409071	84442887	+	33817	59
Rnf113a2	12	84417196	84418578	+	1383	24
Aldh6a1	12	84430717	84451004	-	20288	9
Lin52	12	84451422	84546145	+	94724	1212
Vsx2	12	84569762	84595457	+	25696	0
Abcd4	12	84602533	84617413	-	14881	0
Vrtn	12	84641019	84651455	+	10437	0
Syndig1l	12	84677277	84698831	-	21555	2
Npc2	12	84754562	84773152	-	18591	1
Isca2	12	84773251	84775085	+	1835	41
Ltbp2	12	84783212	84876532	-	93321	7
Arel1	12	84918148	84970900	-	52753	3
Fcf1	12	84970897	84983303	+	12407	172
Ylpm1	12	84996321	85070515	+	74195	1924
Prox2	12	85086385	85106431	-	20047	191
Dlst	12	85110833	85134845	+	24013	936
Rps6kl1	12	85135249	85151264	-	16016	30
Pgf	12	85166635	85177790	-	11156	0
Eif2b2	12	85219481	85226628	+	7148	96
Mlh3	12	85234520	85270599	-	36080	2
Acyp1	12	85272398	85288438	-	16041	4
Zc2hc1c	12	85274286	85299358	+	25073	5
Nek9	12	85299514	85339362	-	39849	0
Tmed10	12	85342788	85374847	-	32060	2
Fos	12	85473890	85477273	+	3384	16
Jdp2	12	85599027	85639878	+	40852	79
Batf	12	85686669	85709087	+	22419	541
Flvcr2	12	85746539	85813585	+	67047	1
Erg28	12	85815448	85824550	-	9103	1
Ttll5	12	85824659	86061893	+	237235	1840
Tgfb3	12	86056745	86079041	-	22297	43
Ift43	12	86082563	86162459	+	79897	49
Gpatch2l	12	86241858	86291784	+	49927	666
Esrrb	12	86361117	86521628	+	160512	3
Vash1	12	86678700	86692091	+	13392	8
Angel1	12	86700502	86726460	-	25959	3
Lrrc74a	12	86734369	86763797	+	29429	0
Irf2bpl	12	86880701	86884798	-	4098	12
Cipc	12	86947043	86965362	+	18320	280
Zdhhc22	12	86980763	86990430	-	9668	4
Tmem63c	12	87021340	87090043	+	68704	1
Ngb	12	87097531	87102539	-	5009	0
Pomt2	12	87106861	87147902	-	41042	3
Gstz1	12	87147165	87164723	+	17559	173
Tmed8	12	87166237	87200454	-	34218	18
Samd15	12	87200543	87213541	+	12999	11
Noxred1	12	87221040	87238732	-	17693	0
Vipas39	12	87238873	87266256	-	27384	1
Ahsa1	12	87266479	87273979	+	7501	319
Ism2	12	87278638	87299705	-	21068	6
Sptlc2	12	87305058	87388355	-	83298	6
Alkbh1	12	87426169	87443918	-	17750	5
Slirp	12	87443896	87452206	+	8311	119
Snw1	12	87449910	87472274	-	22365	35
Gm5788	12	87494721	87495155	+	435	0
Gm8300	12	87514316	87518266	+	3951	0
Oog1	12	87602688	87608850	+	6163	1
Gm4027	12	87618869	87622955	+	4087	0
Gm16381	12	87644118	87644620	-	503	0
Gm21319	12	87772425	87775755	-	3331	0
Gm21936	12	87795512	87795946	+	435	0
BB287469	12	87816577	87820676	+	4100	0
Gm2001	12	87841837	87842339	-	503	0
Gm2016	12	87874072	87877859	+	3788	2
Gm2022	12	87895370	87895804	+	435	0
Gm2035	12	87919423	87919857	-	435	0
Gm2042	12	87954080	87960683	+	6604	1
Gm2075	12	88011848	88012282	+	435	0
Gm6803	12	88018337	88018771	-	435	0
Gm2056	12	88027004	88027438	+	435	0
Gm16368	12	88083697	88084131	+	435	0
Gm10436	12	88175589	88182108	-	6520	0
Gm8332	12	88249666	88250100	-	435	0
Gm5662	12	88270640	88274500	-	3861	0
Gm5039	12	88320122	88324026	-	3905	0
Adck1	12	88360554	88461720	+	101167	994
Nrxn3	12	88722986	90334935	+	1611950	27
Dio2	12	90724552	90738438	-	13887	1
Cep128	12	90998492	91384409	-	385918	26
Tshr	12	91384566	91549808	+	165243	11
Gtf2a1	12	91555262	91590487	-	35226	15
Ston2	12	91633009	91786436	-	153428	10
Sel1l	12	91806043	91849157	-	43115	3
Flrt2	12	95692226	95785215	+	92990	1
Galc	12	98202294	98259459	-	57166	3
Gpr65	12	98268635	98276644	+	8010	192
Kcnk10	12	98429437	98578310	-	148874	12
Spata7	12	98628157	98669815	+	41659	95
Ptpn21	12	98676741	98737405	-	60665	3
Zc3h14	12	98746964	98787753	+	40790	950
Eml5	12	98786805	98901484	-	114680	297
Ttc8	12	98920574	98983238	+	62665	89
Foxn3	12	99190078	99563536	-	373459	34
Efcab11	12	99693045	99884412	-	191368	14
Tdp1	12	99884537	99955219	+	70683	1150
Kcnk13	12	99964499	100062682	+	98184	10
Psmc1	12	100110154	100123405	+	13252	459
Nrde2	12	100125452	100159653	-	34202	11
Calm1	12	100199435	100209814	+	10380	563
Ttc7b	12	100300770	100520826	-	220057	20
Rps6ka5	12	100548439	100725120	-	176682	7
Dglucy	12	100779057	100896981	+	117925	255
Gpr68	12	100876682	100908198	-	31517	61
Ccdc88c	12	100911523	101029056	-	117534	17
Ppp4r3a	12	101039409	101083697	-	44289	10
Catsperb	12	101404673	101626009	+	221337	11
Tc2n	12	101645443	101718523	-	73081	3
Fbln5	12	101746565	101819055	-	72491	0
Trip11	12	101834043	101913267	-	79225	8
Atxn3	12	101918901	101958246	-	39346	2
Ndufb1	12	101968090	101977064	-	8975	30
Cpsf2	12	101975988	102006424	+	30437	641
Slc24a4	12	102128733	102267091	+	138359	10
Rin3	12	102283048	102390855	+	107808	1840
Lgmn	12	102394084	102439813	-	45730	8
Golga5	12	102469135	102497907	+	28773	218
Chga	12	102554969	102565028	+	10060	2
Itpk1	12	102568582	102704930	-	136349	10
Gm28051	12	102719975	102757765	-	37791	57
Gm20604	12	102741732	102758672	-	16941	76
Moap1	12	102742230	102743661	-	1432	0
Tmem251	12	102743762	102747561	+	3800	42
Gon7	12	102753275	102757803	-	4529	0
Ubr7	12	102757967	102777707	+	19741	277
Btbd7	12	102780797	102878406	-	97610	10
Cox8c	12	102899316	102900526	+	1211	0
Unc79	12	102948859	103184065	+	235207	4
Prima1	12	103196908	103242150	-	45243	3
Fam181a	12	103310975	103317065	+	6091	0
Asb2	12	103321142	103356001	-	34860	10
Otub2	12	103388682	103406350	+	17669	13
Ddx24	12	103407982	103425824	-	17843	2
Ifi27	12	103434211	103440239	+	6029	17
Ifi27l2a	12	103442167	103443680	-	1514	0
Ifi27l2b	12	103450898	103457223	-	6326	0
Ppp4r4	12	103532283	103613831	+	81549	5
Serpina10	12	103614786	103631444	-	16659	1
Serpina6	12	103646630	103657212	-	10583	0
Serpina16	12	103668808	103676139	-	7332	0
Serpina1f	12	103688044	103695529	-	7486	0
Serpina1b	12	103728156	103830373	-	102218	3
Serpina1d	12	103763594	103773592	-	9999	0
Serpina1a	12	103853589	103863562	-	9974	0
Serpina1c	12	103894926	103904887	-	9962	0
Serpina1e	12	103946931	103958975	-	12045	0
Serpina11	12	103980243	103989957	-	9715	0
Serpina9	12	103994743	104013755	-	19013	1
Serpina12	12	104028769	104044443	-	15675	1
Serpina5	12	104101113	104106137	+	5025	0
Serpina3a	12	104112724	104121896	+	9173	0
Serpina3b	12	104127996	104139545	+	11550	0
Serpina3c	12	104146382	104153870	-	7489	1
Serpina3f	12	104214544	104221129	+	6586	33
Serpina3g	12	104236252	104241939	+	5688	40
Serpina3i	12	104263122	104269372	+	6251	0
Serpina3j	12	104314553	104320725	+	6173	0
Serpina3k	12	104338486	104346144	+	7659	0
Serpina3m	12	104338486	104394257	+	55772	2
Serpina3n	12	104406729	104414329	+	7601	0
Gsc	12	104471209	104473330	-	2122	0
Dicer1	12	104687742	104751952	-	64211	2
Clmn	12	104763117	104865076	-	101960	2
Syne3	12	104929933	105009809	-	79877	7
Glrx5	12	105032688	105042906	+	10219	205
Tcl1b2	12	105146014	105155225	+	9212	2
Tcl1b1	12	105159690	105166625	+	6936	0
Tcl1b5	12	105176344	105181145	+	4802	0
Tcl1b3	12	105191043	105195612	+	4570	0
Tcl1b4	12	105201957	105206993	+	5037	0
Tcl1	12	105216750	105222793	-	6044	0
Tunar	12	105336594	105383932	+	47339	1
D430019H16Rik	12	105453856	105493095	+	39240	4
Bdkrb2	12	105563226	105595237	+	32012	0
Bdkrb1	12	105603085	105605428	+	2344	0
Atg2b	12	105616136	105685211	-	69076	4
Gskip	12	105684829	105703023	+	18195	140
Ak7	12	105705976	105782447	+	76472	11
Papola	12	105784694	105838944	+	54251	2836
Vrk1	12	106010228	106077426	+	67199	1698
Bcl11b	12	107910403	108003602	-	93200	25
Setd3	12	108106431	108179314	-	72884	3
Ccnk	12	108179579	108203359	+	23781	607
Ccdc85c	12	108203602	108275425	-	71824	32
Hhipl1	12	108306270	108330869	+	24600	0
Cyp46a1	12	108334381	108362234	+	27854	1
Eml1	12	108410542	108539575	+	129034	4
Evl	12	108554720	108688516	+	133797	4758
Degs2	12	108678711	108702315	-	23605	1093
Yy1	12	108792973	108820148	+	27176	1716
Slc25a29	12	108825873	108835883	-	10011	205
Slc25a47	12	108851129	108856815	+	5687	39
Wars	12	108860030	108894174	-	34145	46
Wdr25	12	108893631	109028452	+	134822	1555
Begain	12	109032187	109068217	-	36031	14
Dlk1	12	109452849	109463336	+	10488	0
Rtl1	12	109589193	109600330	-	11138	0
Dio3	12	110279068	110281097	+	2030	0
Ppp2r5c	12	110447120	110583062	+	135943	3233
Dync1h1	12	110601452	110666945	+	65494	3063
1700001K19Rik	12	110667688	110682619	-	14932	47
Hsp90aa1	12	110690605	110702728	-	12124	5
Wdr20	12	110737944	110804238	+	66295	1586
Mok	12	110807798	110840939	-	33142	79
Zfp839	12	110850253	110869996	+	19744	91
Cinp	12	110872610	110889145	-	16536	18
Tecpr2	12	110889264	110972394	+	83131	848
Ankrd9	12	110975353	110979040	-	3688	0
Rcor1	12	111039351	111115901	+	76551	2350
4930595D18Rik	12	111159850	111184491	-	24642	1090
Traf3	12	111166370	111267153	+	100784	4229
Amn	12	111271095	111276426	+	5332	12
Cdc42bpb	12	111292976	111377718	-	84743	5
Lbhd2	12	111406809	111412090	+	5282	0
Exoc3l4	12	111417430	111431678	+	14249	0
Tnfaip2	12	111442469	111455018	+	12550	2
Gm266	12	111484609	111485823	-	1215	0
Eif5	12	111538016	111546752	+	8737	1356
Mark3	12	111574523	111656221	+	81699	2188
Ckb	12	111669361	111672338	-	2978	5
Trmt61a	12	111678105	111683902	+	5798	505
Bag5	12	111709488	111713257	-	3770	3
Apopt1	12	111713261	111755053	+	41793	599
Klc1	12	111758849	111807844	+	48996	2226
Xrcc3	12	111803192	111813841	-	10650	204
Zfyve21	12	111814170	111832192	+	18023	125
Ppp1r13b	12	111828457	111908110	-	79654	17
Atp5mpl	12	111961375	111966977	-	5603	0
Tdrd9	12	111971559	112068854	+	97296	3
Rd3l	12	111979111	111981317	-	2207	1
Aspg	12	112106679	112127559	+	20881	0
Kif26a	12	112146208	112181747	+	35540	1
A530016L24Rik	12	112489448	112499927	+	10480	0
Tmem179	12	112500189	112516747	-	16559	1
Inf2	12	112588784	112615557	+	26774	793
Adssl1	12	112620045	112641360	+	21316	13
Siva1	12	112644679	112649145	+	4467	114
Akt1	12	112653821	112674884	-	21064	43
Zbtb42	12	112678828	112682747	+	3920	3
Cep170b	12	112720455	112746592	+	26138	47
Pld4	12	112760655	112768990	+	8336	0
Ahnak2	12	112772194	112802657	-	30464	0
Clba1	12	112808937	112816252	+	7316	2
Cdca4	12	112820229	112829423	-	9195	1
Gpr132	12	112850873	112868228	-	17356	20
Jag2	12	112907819	112929776	-	21958	0
Nudt14	12	112934291	112942124	-	7834	0
Brf1	12	112960085	113000704	-	40620	46
Btbd6	12	112976482	112978945	+	2464	24
Pacs2	12	113014508	113074401	+	59894	1224
Tex22	12	113074502	113088917	+	14416	14
Mta1	12	113098278	113137206	+	38929	2727
Crip2	12	113140236	113145506	+	5271	14
Crip1	12	113148705	113153879	+	5175	11
Tedc1	12	113156421	113166048	+	9628	246
Tmem121	12	113185930	113189523	+	3594	0
Adam6b	12	113489511	113492057	+	2547	7
Adam6a	12	113543908	113546465	+	2558	1
Ighv6	12	114406477	114416895	-	10419	4
Zfp386	12	116047724	116063360	+	15637	187
Vipr2	12	116077728	116146261	+	68534	14
Wdr60	12	116207051	116263022	-	55972	0
Gm11027	12	116275386	116275612	+	227	0
Esyt2	12	116281196	116391050	+	109855	1931
Ncapg2	12	116405402	116461611	+	56210	1592
Ptprn2	12	116485729	117276849	+	791121	37
Rapgef5	12	117516479	117759737	+	243259	122
Cdca7l	12	117843515	117878706	+	35192	827
Dnah11	12	117877982	118199043	-	321062	282
Sp4	12	118234933	118301440	-	66508	2
Sp8	12	118846329	118852576	+	6248	0
Abcb5	12	118867824	118966421	-	98598	3
Itgb8	12	119158022	119238802	-	80781	3
Macc1	12	119314270	119469987	+	155718	9
Tmem196	12	119945957	120021246	+	75290	6
Gdi2	13	3538063	3567871	+	29809	711
Tasor2	13	3566035	3611108	-	45074	39
Asb13	13	3634032	3653822	+	19791	224
Calml3	13	3802896	3804316	-	1421	0
Calm4	13	3837757	3838673	+	917	0
Calm5	13	3854173	3854761	+	589	0
Net1	13	3882018	3918220	-	36203	2
Tubal3	13	3924695	3935277	+	10583	0
Ucn3	13	3940688	3945349	-	4662	0
Akr1c14	13	4049011	4090688	+	41678	4
Akr1c18	13	4132615	4150654	-	18040	1
Akr1c13	13	4191150	4205596	+	14447	14
Akr1c19	13	4228700	4252843	+	24144	0
Akr1c12	13	4268176	4279433	-	11258	0
Akr1c6	13	4434306	4457877	+	23572	1
Akr1c20	13	4486849	4523345	-	36497	0
Akr1c21	13	4574075	4586541	+	12467	0
Akr1e1	13	4590750	4609174	-	18425	0
Klf6	13	5861482	5870394	+	8913	166
Pitrm1	13	6548149	6580515	+	32367	942
Pfkp	13	6579768	6648777	-	69010	76
Adarb2	13	8202866	8768747	+	565882	42
Wdr37	13	8802968	8871909	-	68942	9
Idi1	13	8885501	8892451	+	6951	208
Gm9745	13	8941575	8948231	-	6657	2
Idi2	13	8952863	8960945	+	8083	9
Gtpbp4	13	8966331	8996083	-	29753	3
Larp4b	13	9093881	9174451	+	80571	2405
Dip2c	13	9276528	9668928	+	392401	382
Zmynd11	13	9684833	9765330	-	80498	6
Chrm3	13	9875486	10360844	-	485359	24
Ryr2	13	11553102	12106945	-	553844	16
Mtr	13	12182712	12258113	-	75402	1
Actn2	13	12269426	12340760	-	71335	3
Heatr1	13	12395027	12440289	+	45263	1754
Lgals8	13	12439415	12464944	-	25530	60
Edaradd	13	12472632	12520438	-	47807	2
Ero1lb	13	12565874	12611396	+	45523	84
Prl2c3	13	12790816	12800079	-	9264	0
Prl2c2	13	12996125	13005383	-	9259	1
Prl2c5	13	13182715	13191923	+	9209	1
Gpr137b	13	13357620	13393624	-	36005	2
Nid1	13	13437551	13512269	+	74719	10
Lyst	13	13590397	13778803	+	188407	3503
Gng4	13	13784329	13827896	+	43568	7
B3galnt2	13	13954469	13999103	+	44635	771
Tbce	13	13997949	14039638	-	41690	257
Ggps1	13	14050659	14063488	-	12830	2
Arid4b	13	14063784	14199603	+	135820	1698
Hecw1	13	14226438	14523226	-	296789	11
Mrpl32	13	14608184	14613165	-	4982	0
Psma2	13	14613240	14674236	+	60997	538
AW209491	13	14630154	14639096	+	8943	99
Gli3	13	15463235	15730026	+	266792	8
Inhba	13	16011851	16031621	+	19771	6
Sugct	13	16857472	17694769	-	837298	35
Mplkip	13	17695192	17699105	+	3914	131
Cdk13	13	17710315	17805097	-	94783	203
Rala	13	17880571	17944239	-	63669	14
Yae1d1	13	17981330	17993349	-	12020	0
Pou6f2	13	18121098	18382041	-	260944	10
Vps41	13	18717290	18866811	+	149522	834
Amph	13	18948205	19150921	+	202717	14
Trgc3	13	19260884	19263397	+	2514	0
Stard3nl	13	19357676	19395795	-	38120	1
Epdr1	13	19591706	19619927	-	28222	0
Sfrp4	13	19623104	19632994	+	9891	0
Nme8	13	19645078	19697794	-	52717	1
Gpr141b	13	19727426	19732951	-	5526	0
Gpr141	13	19749682	19824257	-	74576	2
Elmo1	13	20090619	20608353	+	517735	18063
Aoah	13	20794113	21024252	+	230140	12
Olfr1370	13	21069334	21074947	-	5614	0
Olfr1369	13	21111483	21119095	+	7613	3
Olfr263	13	21129639	21136296	+	6658	0
Olfr1368	13	21141882	21145867	-	3986	0
Trim27	13	21179445	21194724	+	15280	741
Gpx5	13	21286429	21292731	-	6303	0
Gpx6	13	21312125	21319624	+	7500	0
Olfr1367	13	21346910	21347964	+	1055	0
Zscan12	13	21362820	21372289	+	9470	124
Zkscan3	13	21387003	21402755	-	15753	2
Pgbd1	13	21421278	21441053	-	19776	3
Zscan26	13	21442180	21453730	-	11551	2
Nkapl	13	21467047	21468509	-	1463	1
Zkscan4	13	21478907	21485507	+	6601	7
AK157302	13	21495223	21497146	+	1924	10
Zkscan8	13	21513222	21531120	-	17899	1
Olfr1366	13	21535113	21542808	-	7696	2
Olfr1535	13	21553894	21559893	-	6000	0
Olfr1364	13	21571813	21581759	-	9947	1
Olfr1362	13	21610978	21614022	-	3045	0
Olfr11	13	21636623	21642518	-	5896	0
Olfr1361	13	21656880	21663386	-	6507	0
Olfr1360	13	21673431	21677405	-	3975	0
Olfr1359	13	21698111	21706833	+	8723	0
H2bc13	13	21715763	21716143	-	381	1
H2ac13	13	21716422	21716814	+	393	63
H3c10	13	21717659	21718069	+	411	99
H2bc14	13	21722044	21722567	+	524	63
H4c11	13	21735064	21735837	+	774	97
H4c12	13	21750194	21750505	-	312	0
H2ac15	13	21753435	21753827	-	393	1
H2bc15	13	21754123	21754503	+	381	63
H1f5	13	21779883	21780625	-	743	2
H3c11	13	21782960	21783370	-	411	0
Hist1h2an	13	21786826	21787218	-	393	0
Hist1h2bp	13	21787461	21789213	+	1753	39
Hist1h2bq	13	21806612	21810197	-	3586	5
Hist1h2ao	13	21810465	21810944	+	480	64
Hist1h4m	13	21811746	21812147	+	402	87
Hist1h4n	13	21831767	21832196	-	430	0
Hist1h2ap	13	21833026	21833507	-	482	0
Hist1h2br	13	21833743	21837530	+	3788	100
Zfp184	13	21945094	21960779	+	15686	22
Pom121l2	13	21981194	21988734	+	7541	0
Prss16	13	22002173	22009741	-	7569	1
H2ac12	13	22035164	22035568	-	405	0
H2bc12	13	22035870	22036345	+	476	85
H4c9	13	22040636	22041362	-	727	0
H2ac11	13	22042460	22042944	-	485	1
H2bc11	13	22043214	22043676	+	463	113
Vmn1r188	13	22084440	22095916	+	11477	1
Vmn1r189	13	22099762	22105824	-	6063	1
Vmn1r191	13	22173220	22183969	-	10750	1
Vmn1r192	13	22183997	22191141	-	7145	0
Vmn1r193	13	22213672	22223160	-	9489	0
Vmn1r194	13	22244215	22245105	+	891	0
Vmn1r195	13	22270522	22281230	+	10709	1
Vmn1r196	13	22289920	22298360	+	8441	1
Vmn1r197	13	22324589	22332866	+	8278	0
Vmn1r198	13	22350364	22360301	+	9938	0
Vmn1r199	13	22379818	22388102	+	8285	0
Vmn1r200	13	22390373	22400052	+	9680	0
Vmn1r201	13	22471923	22478701	+	6779	0
Vmn1r202	13	22497750	22505381	-	7632	0
Vmn1r203	13	22518114	22531992	+	13879	0
Vmn1r204	13	22553198	22558200	+	5003	1
Vmn1r205	13	22591900	22593000	-	1101	0
Vmn1r206	13	22617456	22624251	-	6796	0
Vmn1r207	13	22722717	22729629	-	6913	0
Vmn1r208	13	22771474	22777400	-	5927	0
Vmn1r209	13	22800629	22809682	-	9054	0
Vmn1r210	13	22825875	22831348	-	5474	0
Vmn1r211	13	22847426	22857561	-	10136	0
Vmn1r212	13	22883042	22884205	-	1164	0
Vmn1r213	13	23007656	23014482	+	6827	0
Vmn1r214	13	23030418	23037957	+	7540	0
Vmn1r215	13	23068025	23078006	+	9982	0
Vmn1r216	13	23096976	23108732	+	11757	0
Vmn1r217	13	23105100	23118226	-	13127	0
Vmn1r218	13	23133155	23146112	+	12958	0
Vmn1r219	13	23159312	23168154	+	8843	0
Vmn1r220	13	23178514	23187975	-	9462	1
Vmn1r221	13	23214127	23222913	+	8787	0
Vmn1r222	13	23230836	23235947	-	5112	0
Vmn1r223	13	23247134	23253906	+	6773	0
Zfp322a	13	23353103	23369208	-	16106	0
Abt1	13	23418361	23423866	-	5506	1
Btn1a1	13	23456992	23465901	-	8910	5
Btn2a2	13	23477676	23488857	-	11182	0
H4c8	13	23531050	23531519	+	470	108
H2ac10	13	23533906	23534304	+	399	39
H3c8	13	23535422	23535951	+	530	92
H2bc9	13	23541714	23543392	-	1679	1
H3c7	13	23544052	23545312	+	1261	151
H4c6	13	23551258	23551648	-	391	0
H1f3	13	23553262	23560686	+	7425	353
H3c6	13	23561534	23562369	-	836	0
H2ac8	13	23570517	23571220	-	704	0
H2bc8	13	23571396	23572013	+	618	160
H2bc7	13	23573736	23574196	-	461	0
H2ac7	13	23574381	23574952	+	572	43
H3c4	13	23575763	23577011	+	1249	82
H4c4	13	23581598	23582735	+	1138	112
H2bc6	13	23583670	23621124	-	37455	6
H1f4	13	23620629	23622558	-	1930	4
H2ac6	13	23681467	23683948	-	2482	0
